,appid,name,release_date,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price,action,indie,adventure,multiplayer,singleplayer,casual,rpg,strategy,open_world,owners_num,windows,mac,linux,Action,Strategy,Indie,RPG,Sports,Free to Play,Adventure,Gore,Simulation,Casual,Violent,Early Access,Racing,Massively Multiplayer,budget
4761,347170,Combat Air Patrol 2: Military Flight Simulator,2016-06-06,1,Sim155 Limited,Sim155 Limited,0,0,102,88,0,0,22.99,65,59,56,0,1,0,0,65,41,19386,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,187349
4762,347230,1942: The Pacific Air War,2015-04-01,1,"MicroProse Software, Inc",Retroism;Nightdive Studios,0,0,15,13,0,0,4.99,0,0,0,0,1,0,0,22,0,10809,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23630
4763,347240,Challenge of the Five Realms: Spellbound in the World of Nhagardia,2015-04-01,1,"MicroProse Software, Inc",Retroism;Nightdive Studios,0,0,4,2,9,9,4.99,0,0,22,0,1,0,22,0,0,1733,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,33809
4764,347250,F-19 Stealth Fighter,2015-04-01,1,"MicroProse Software, Inc",Retroism;Nightdive Studios,0,0,37,4,0,0,4.99,0,0,0,0,1,0,0,0,0,13091,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9965
4765,347260,Hyperspeed,2015-04-01,1,"MicroProse Software, Inc",Nightdive Studios;Retroism,0,0,10,4,0,0,4.99,0,0,22,0,1,0,22,22,0,10037,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,52070
4766,347270,Knights of the Sky,2015-04-01,1,"MicroProse Software, Inc",Nightdive Studios;Retroism,0,0,14,8,0,0,4.99,24,0,0,0,1,0,0,0,0,17049,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50629
4767,347280,A Quiver of Crows,2016-10-19,1,Sheado.net,Sheado.net,0,1,27,11,0,0,10.99,33,33,0,0,1,0,0,0,0,5149,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33396
4768,347290,Rise & Shine,2017-01-13,1,Super Mega Team,Adult Swim Games,0,1,465,210,288,288,10.99,34,33,0,0,1,0,0,0,0,66002,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18270
4769,347330,HeartZ: Co-Hope Puzzles,2016-06-07,1,Upper Byte,Spawn Digital,0,1,12,2,0,0,7.99,21,21,21,0,1,0,0,0,0,11626,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15782
4770,347400,001 Game Creator,2015-07-13,1,SoftWeir Inc.,SoftWeir Inc.,0,1,105,24,0,0,46.49,0,0,0,0,0,0,0,0,0,19183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,347430,Frankenstein: Master of Death,2015-03-09,1,Jetdogs Studios;Fineway Studios,Jetdogs Studios,0,1,1467,279,212,226,3.99,0,36,39,0,1,47,0,0,0,373410,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,42381
4772,347440,Pneuma: Breath of Life,2015-02-27,1,Deco Digital;Bevel Studios,Deco Digital,0,1,118,51,0,0,15.99,0,29,29,0,1,0,0,0,0,9730,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,47098
4773,347480,Super Pixalo,2015-02-03,1,Philip Royer,Philip Royer,0,1,5,9,0,0,0.79,0,22,0,0,1,0,0,0,0,3949,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4774,347510,Rats - Time is running out!,2015-08-19,1,Citeremis Inc.,Citeremis Inc.,0,1,244,32,165,165,3.99,26,28,0,0,1,24,0,0,0,62513,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14149
4775,347520,Legends of Atlantis: Exodus,2015-09-03,1,Alder Games,Legacy Games,0,1,45,6,0,0,4.99,0,0,0,0,1,37,0,35,0,12553,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47976
4776,347560,Terra Incognita ~ Chapter One: The Descendant,2015-02-03,1,Back To Basics Gaming,Back To Basics Gaming,0,1,678,330,218,219,0.79,0,43,42,0,1,0,42,0,0,876566,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,19853
4777,347580,Evolution II: Fighting for Survival,2015-02-12,1,LiveItGames LLC,LiveItGames LLC,0,0,6,19,0,0,1.69,20,21,0,0,1,0,0,21,0,8883,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13401
4778,347590,Heroes of Hellas 3: Athens,2015-03-12,1,Alawar Entertainment,Alawar Entertainment,0,0,101,7,0,0,1.99,0,0,0,0,1,28,0,26,0,45536,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4644
4779,347600,Total Miner,2017-12-23,1,Studio Forge Ltd,Studio Forge Ltd,0,0,273,86,0,0,2.09,37,41,29,0,1,0,36,0,24,12951,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,31002
4780,347610,Hidden Object Bundle 4 in 1,2015-10-06,1,Alawar Entertainment,Alawar Entertainment,0,0,144,10,0,0,5.59,0,0,0,0,1,31,0,0,0,33431,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4994
4781,347620,Gaokao.Love.100Days,2015-05-30,1,高考恋爱委员会,NVLMaker,0,1,4592,215,173,322,6.99,0,50,32,0,1,61,0,0,0,192472,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,171655
4782,347660,Caromble!,2015-08-27,1,Crimson Owl Studios,Crimson Owl Studios,0,0,37,5,0,0,9.99,34,32,0,0,1,0,0,0,0,16478,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,55530
4783,347670,Karate Master 2 Knock Down Blow,2015-03-20,1,Crian Soft,Milestone S.r.l.,0,1,394,74,189,189,7.99,29,28,0,0,1,0,29,0,0,28218,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,210429
4784,347690,Natural Soccer,2015-02-02,1,Thorsten Schleinzer,Thorsten Schleinzer,0,0,35,17,0,0,6.99,22,22,0,1,1,0,0,0,0,19832,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,91757
4785,347710,Perils of Man,2015-04-28,1,IF Games;Vertigo Games,Vertigo Games,0,1,125,31,0,0,6.99,0,35,40,0,1,0,0,0,0,31771,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19302
4786,347720,Soda Drinker Pro,2016-04-13,1,Snowrunner Games,Snowrunner Games,0,1,261,23,0,0,3.99,43,0,0,0,1,0,0,0,0,9044,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14476
4787,347730,Wait - Extended,2015-10-29,1,rest.less Games,rest.less Games,0,1,38,4,0,0,5.59,0,34,23,0,1,0,0,0,0,16880,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38378
4788,347790,Terraform,2015-05-08,1,Holgersson Entertainment,Holgersson Entertainment,0,1,32,7,0,0,1.99,0,32,0,0,1,0,0,32,0,373,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12939
4789,347820,Street Arena,2015-07-10,1,Blossom Games,Blossom Games,0,0,34,28,0,0,4.99,27,25,0,1,0,0,0,0,0,13891,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,47958
4790,347830,Fairy Fencer F,2015-08-04,1,Idea Factory;Compile Heart,Idea Factory International,0,1,1997,208,229,229,15.49,10,0,9,0,1,0,110,0,0,116579,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,222776
4791,347930,Hatland Adventures,2015-02-03,1,Team Fractal Alligator,Team Fractal Alligator,0,0,7,14,0,0,1.99,0,0,0,0,1,0,0,0,0,8128,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10657
4792,347940,Forsaken Isle,2015-02-06,1,Smoodlez,Smoodlez,0,0,206,110,0,0,5.49,30,30,36,0,1,26,28,0,0,13403,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,140871
4793,347950,Palace of Cards,2017-12-14,1,Spiele-Palast GmbH,Spiele-Palast GmbH,0,0,35,26,9,18,0.0,0,20,0,1,0,23,0,21,0,43654,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
4794,348000,Datswer,2015-02-04,1,Behtam Developer,Behtam Developer;UK VENUS,0,0,2,8,0,0,2.79,22,21,21,0,1,0,0,0,0,2309,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,18122
4795,348020,Bloodbath Kavkaz,2015-04-20,1,Dagestan Technology,Dagestan Technology,18,1,2087,997,341,370,3.19,90,67,58,0,1,0,0,0,20,366141,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,12469
4796,348160,RUMP! - It's a Jump and Rump!,2017-05-12,1,Dedication Labs,Dedication Labs,0,1,41,4,0,0,6.99,23,25,0,1,1,24,0,0,0,18348,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,122240
4797,348180,Starship Traveller,2015-03-11,1,Tin Man Games,Tin Man Games,0,1,35,21,0,0,3.99,0,26,26,0,1,0,25,0,0,7446,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,19161
4798,348200,Nimble Writer,2015-04-21,1,Nimble Tools,Nimble Tools,0,1,249,41,0,0,6.99,0,0,0,0,0,0,0,0,0,45072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,348240,Gun Wings,2015-12-08,1,Mercury Stone;Angels Blue Digital Entertainment;DigitalEZ,DigitalEZ,0,1,190,32,0,0,2.79,99,27,0,0,1,15,0,0,0,3567,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,28310
4800,348250,Google Earth VR,2016-11-16,1,Google,Google,0,0,1788,71,25,25,0.0,0,0,41,0,1,46,0,0,50,508387,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
4801,348270,Social Justice Warriors,2015-02-27,1,Nonadecimal Creative,Nonadecimal Creative,0,1,57,51,0,0,5.79,0,41,0,0,1,33,23,0,0,18165,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,32817
4802,348280,ORBIT,2015-09-30,1,4Bit Games,4Bit Games,0,1,19,7,0,0,4.99,24,23,0,1,0,0,0,0,0,15947,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9808
4803,348290,Hospital Manager,2015-03-25,1,CCCP,Microids Indie,0,0,87,109,0,0,3.99,0,0,0,0,1,0,0,0,0,36696,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8827
4804,348300,Chip's Challenge 2,2015-05-28,1,Niffler Ltd.,Niffler Ltd.,0,1,56,7,0,0,3.99,0,62,0,0,1,0,0,0,0,38626,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4805,348340,Siege Wars,2015-07-30,1,RunServer,RunServer,0,1,91,39,0,0,1.59,0,36,0,0,1,36,0,0,0,5596,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1102
4806,348360,Doodle God,2015-09-24,1,JoyBits Ltd.,JoyBits Ltd.,0,1,491,154,363,363,8.99,0,57,14,0,1,55,0,0,19,114425,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,77907
4807,348380,The Interview,2015-02-04,1,Anothink,Anothink,0,0,45,107,0,0,1.59,0,26,25,0,1,0,0,0,0,13921,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3630
4808,348400,BattleLore: Command,2015-03-31,1,Fantasy Flight Games,"Fantasy Flight Publishing, Inc.",0,1,52,33,0,0,4.99,0,22,0,1,1,0,0,26,0,1955,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11920
4809,348430,Quell Reflect,2015-05-14,1,Fallen Tree Games Ltd,Green Man Gaming Publishing,0,1,65,1,0,0,2.89,0,27,0,0,1,13,0,0,0,11689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4810,348440,Quell Memento,2015-05-14,1,Fallen Tree Games Ltd,Green Man Gaming Publishing,0,1,84,4,0,0,2.89,0,29,0,0,1,18,0,0,0,18564,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4811,348450,Lex Mortis,2015-02-09,1,Dennis Esie,Dennis Esie,0,0,66,73,209,211,3.99,26,23,25,0,1,0,0,0,9,117385,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,23664
4812,348460,Bierzerkers,2016-02-25,1,Shield Break Studios,Shield Break Studios,0,1,262,297,12,15,3.99,76,63,0,1,1,0,0,0,0,111961,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,52653
4813,348470,SAMURAI WARRIORS 4-II,2015-09-29,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,1,757,215,0,0,39.99,68,0,0,1,1,0,0,0,0,35824,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240492
4814,348490,Beyond Sol,2015-10-13,1,Praxia Entertainment Inc,Praxia Entertainment Inc,0,1,129,32,0,0,6.99,26,25,0,1,1,0,0,25,0,16482,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46688
4815,348510,Autobahn Police Simulator,2015-08-26,1,Z-Software,Aerosoft GmbH,0,1,173,322,2284,2284,8.99,0,0,0,0,1,36,0,0,16,48196,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,63770
4816,348530,Incognito,2015-03-23,1,Maxwolf;Fox,Maxwolf;Fox,0,1,16,18,278,278,5.59,23,23,23,0,1,0,0,0,0,33477,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,77526
4817,348540,Divine Slice of Life,2015-10-22,1,NickySwan,Dharker Studio,0,1,182,79,284,284,7.19,0,40,26,0,1,26,0,0,0,43912,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,36487
4818,348550,GUILTY GEAR XX ACCENT CORE PLUS R,2015-05-26,1,Arc System Works,Arc System Works,0,1,658,65,0,0,10.99,61,0,0,1,1,0,0,0,0,127438,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68431
4819,348570,Monster Minis Extreme Off-Road,2018-08-11,1,Mindwedge,Mindwedge,0,1,1,0,0,0,5.79,0,0,0,0,1,0,0,0,0,11674,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,22256
4820,348620,Voices from the Sea,2015-03-24,1,Zeiva Inc,Zeiva Inc,0,0,1083,75,18,18,0.0,0,44,46,0,1,46,0,0,0,125980,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
4821,348650,The Asskickers-Steam Edition,2015-02-06,1,AGO Games,AGO Games,0,1,19,50,0,0,6.99,23,22,0,0,1,0,0,0,0,7786,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16491
4822,348700,Walkover,2015-03-23,1,Millenium Project Enterprises,Millenium Project Enterprises,0,1,72,45,0,0,0.0,31,31,0,1,1,0,0,0,0,80633,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4823,348710,Saint Seiya: Soldiers' Soul,2015-11-24,1,DIMPS,BANDAI NAMCO Entertainment,0,1,1588,152,0,0,39.99,82,0,0,1,1,0,0,0,0,77790,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194413
4824,348730,Abyss Raiders: Uncharted,2015-04-30,1,DarkStar Games,DarkStar Games,0,1,52,73,271,274,3.99,24,22,23,0,1,0,0,26,0,20138,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,23254
4825,348740,Abyss Cave,2016-07-18,1,Piao Jingfu,Gamera Game,0,1,12,2,181,181,5.19,21,21,21,0,1,0,0,22,0,43509,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,153014
4826,348790,Wooden Floor,2015-02-13,1,pheenix93,pheenix93,0,0,101,88,0,0,1.69,0,22,24,0,1,0,0,0,0,81475,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1719
4827,348800,Chester One,2017-02-20,1,"Brilliant Blue-G, LLC","Brilliant Blue-G, LLC",0,1,16,1,0,0,2.09,32,33,32,0,1,0,0,0,0,18465,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,30349
4828,348810,M4 Tank Brigade,2018-03-26,1,iEntertainment Network Inc,iEntertainment Network Inc,0,0,9,10,0,0,10.99,22,0,0,1,1,0,0,0,0,8160,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,179570
4829,348820,FIM Speedway Grand Prix 15,2015-11-30,1,SoftPlanet,SoftPlanet,0,1,210,21,1225,1225,19.99,0,0,0,1,1,0,0,0,0,23927,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,116922
4830,348840,UFHO2,2015-06-02,1,Tiny Colossus;Ciro Continisio,Tiny Colossus,0,1,15,1,0,0,0.0,0,33,0,0,1,0,0,34,0,35411,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4831,348860,MyDream,2015-02-20,1,"MyDream Interactive, Inc","MyDream Interactive, Inc",0,0,59,28,17,17,0.0,22,21,22,0,1,24,21,0,0,41335,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
4832,348870,Night Mysteries: The Amphora Prisoner,2015-02-26,1,Anvate Games,Anvate Games,0,0,69,40,227,227,1.69,0,0,24,0,1,25,0,0,0,59316,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7939
4833,348910,Faerie Solitaire Harvest,2019-04-22,1,Subsoap,Puppygames,0,1,11,1,0,0,7.19,0,68,52,0,1,114,0,0,0,1929,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,55140
4834,348950,Ame no Marginal -Rain Marginal-,2015-07-07,1,stage-nana,Sekai Project,0,0,274,50,173,271,9.99,0,29,0,0,1,0,0,0,0,71602,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4835,348960,Odysseus: Long Way Home,2015-02-23,1,Rainbow Games,Rainbow Games,0,0,45,24,218,234,2.79,0,0,27,0,1,26,0,0,0,180564,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31589
4836,348980,INIT.,2015-08-19,1,Narrow Monolith,Narrow Monolith,0,0,3,13,0,0,1.59,22,33,21,0,1,22,0,21,0,11464,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,6180
4837,349020,Hyperspace Pinball,2015-09-30,1,"Gamieon, Inc.","Gamieon, Inc.",0,1,27,13,0,0,1.99,23,22,0,0,1,22,0,0,0,14026,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,18158
4838,349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,1,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,0,1,17336,3456,767,635,24.99,438,0,338,1,1,0,0,0,122,1655921,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,264455
4839,349060,Fruits Inc. Deluxe Pack,2015-02-19,1,Manifesto Game Studio,Strategy First,0,0,9,11,0,0,5.59,0,23,0,0,1,23,0,0,0,4913,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11910
4840,349100,Notrium,2015-12-07,1,Instant Kingdom,Instant Kingdom,0,1,48,0,0,0,1.69,23,23,23,0,1,0,20,0,0,15959,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,24396
4841,349140,Corrosion: Cold Winter Waiting [Enhanced Edition],2015-07-01,1,Viperante,Viperante,0,1,110,47,0,0,5.59,0,35,37,0,1,0,0,0,0,81784,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,58155
4842,349150,Dead TrailZ,2016-01-08,1,"Galactic Bits, Inc","Galactic Bits, Inc",0,1,13,1,0,0,2.89,24,22,0,1,1,0,0,0,0,6492,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,23723
4843,349190,Soul Locus,2015-04-30,1,Fat Loot Games,Fat Loot Games,0,1,24,9,0,0,6.99,0,52,0,0,1,42,63,42,0,7788,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,110380
4844,349220,The Black Watchmen,2015-08-27,1,Alice & Smith,Alice & Smith,0,1,489,49,110,110,7.19,0,37,26,0,1,0,36,0,0,42457,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,26565
4845,349240,Edolie,2015-02-27,1,Eridani Games,Degica,0,0,9,4,0,0,6.99,0,27,0,0,1,0,28,0,0,7129,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8659
4846,349250,Copy Kitty,2018-04-19,1,Nuclear Strawberry,Degica,0,1,147,2,0,0,11.39,44,40,0,0,1,0,0,0,0,5687,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25878
4847,349300,Littlewitch Romanesque: Editio Regia,2015-04-03,1,Littlewitch,JAST USA,0,0,75,11,0,0,11.39,0,0,0,0,1,41,0,43,0,12642,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,20110
4848,349320,The Rainy Port Keelung 雨港基隆,2015-03-30,1,Erotes studio,Erotes studio,0,0,281,40,364,364,18.99,0,26,27,0,1,0,0,0,0,9176,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,173334
4849,349440,The Undying Plague,2015-04-10,1,Pixel Theory Games,Pixel Theory Games,0,0,60,84,343,343,0.79,25,26,0,0,1,0,0,0,0,347582,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5129
4850,349450,Dark Forester,2018-07-27,1,Morozov Sergey,Morozov Sergey,0,1,43,24,0,0,11.39,0,21,0,1,1,0,24,22,0,275,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,28575
4851,349460,Lord of the Dark Castle,2015-08-13,1,Craze Creative Studios,Craze Creative Studios,0,1,15,9,0,0,2.79,0,21,22,0,1,22,22,21,0,24292,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,30832
4852,349500,Cubicle Quest,2015-02-25,1,Ian Isaro,GrabTheGames,0,0,451,144,276,391,2.99,0,30,14,0,1,0,36,0,0,111746,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,17516
4853,349510,Hanako: Honor & Blade,2017-10-08,1,"+Mpact Games, LLC.","+Mpact Games, LLC.",0,1,74,16,0,0,5.19,44,42,0,1,0,0,0,0,0,7307,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,49373
4854,349530,TableTop Cricket,2015-02-25,1,Big Ant Studios,Big Ant Studios,0,1,19,9,0,0,9.99,0,21,0,1,1,21,0,0,0,10438,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,85701
4855,349540,PeriAreion,2015-02-19,1,TBA Games,TBA Games,0,1,19,28,0,0,4.79,0,21,0,0,1,0,0,22,0,10120,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,20357
4856,349550,Mighty Dungeons,2015-03-03,1,Yohan Launay;Frederic Gaillard,Laylio Games,0,1,45,26,0,0,0.79,0,23,25,0,1,23,27,0,0,11246,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,8237
4857,349650,Tokyo Hosto,2015-06-02,1,Baller Industries,Baller industries,0,0,27,32,0,0,3.99,0,0,23,0,1,0,0,0,0,24886,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20918
4858,349670,Solar System Conflict,2015-04-06,1,UnexEvo,UnexEvo,0,0,15,22,0,0,6.99,21,21,0,1,1,0,0,19,0,9971,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,156073
4859,349680,Supercharged Robot VULKAISER,2015-06-04,1,ASTRO PORT,Nyu Media,0,1,213,11,0,0,3.99,24,23,0,0,1,0,0,0,0,23240,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9619
4860,349690,ARMED SEVEN,2015-03-06,1,ASTRO PORT,Nyu Media,0,1,38,2,0,0,3.99,23,23,0,0,1,0,0,0,0,6068,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15713
4861,349710,Shwip,2018-11-14,1,Jamhammer Games Inc.,Jamhammer Games Inc.,0,1,0,1,0,0,5.79,32,42,0,0,1,21,0,0,0,13115,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,68462
4862,349720,Audition Online,2015-06-03,1,T3 Entertainment,Redbana Corporation,0,0,751,410,62,124,0.0,0,0,0,0,1,58,0,0,0,497676,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4863,349760,Snail Bob 2: Tiny Troubles,2015-09-24,1,Hunter Hamster,Hunter Hamster,0,1,95,1,301,301,3.99,22,40,22,0,1,52,21,0,0,3420,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,73516
4864,349780,Fatty Maze's Adventures,2015-02-19,1,Five Cubed,T.G.S. TRUE GAMES STUDIO LIMITED,0,0,6,3,0,0,4.79,0,22,22,0,1,22,0,0,0,18335,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,18424
4865,349790,Galaxy of Pen & Paper +1,2017-07-27,1,Behold Studios,Behold Studios,0,1,127,38,83,83,11.39,0,24,0,0,1,0,32,0,0,7488,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,66179
4866,349840,Ancestory,2015-10-13,1,Kajak Games,Kajak Games,0,1,22,17,0,0,10.99,0,43,0,1,1,0,0,43,0,9408,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,68421
4867,349950,GunWorld,2015-02-11,1,m07games,m07games,0,1,19,42,0,0,1.59,23,23,0,0,1,0,0,0,0,39243,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2528
4868,349980,Gremlin Invasion: Survivor,2015-05-01,1,CS Squared Games;Among Giants,CS Squared Games,0,0,1,1,0,0,3.99,21,21,22,0,1,0,0,0,0,15968,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,56684
4869,350000,Exostorm,2015-05-15,1,"Midnight Oil Games, LLC","Midnight Oil Games, LLC",0,0,4,3,0,0,2.79,21,21,0,0,1,0,0,0,0,4647,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4335
4870,350010,Time Mysteries: Inheritance - Remastered,2015-02-26,1,Artifex Mundi,Artifex Mundi,0,1,241,299,292,292,6.99,0,11,39,0,1,45,0,0,0,71713,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,34078
4871,350020,The Gate,2015-04-27,1,Spicy Horse Games,Spicy Horse Games,0,0,135,80,0,0,0.0,32,0,0,1,1,0,30,0,0,114757,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4872,350070,Environmental Station Alpha,2015-04-22,1,Arvi Teikari;Roope Mäkinen,Hempuli Oy,0,0,518,53,239,239,5.59,44,46,45,0,1,0,0,0,0,34207,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,16788
4873,350080,Wolfenstein: The Old Blood,2015-05-04,1,MachineGames,Bethesda Softworks,18,1,6627,862,245,276,14.99,204,0,65,0,1,0,0,0,0,651186,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15890
4874,350090,No Pineapple Left Behind,2016-02-18,1,Subaltern Games,Subaltern Games,0,1,19,18,0,0,5.19,0,23,0,0,1,0,0,27,0,14446,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,19998
4875,350110,TransOcean 2: Rivals,2016-05-10,1,Deck13 Hamburg,astragon Entertainment ,0,1,200,230,0,0,22.49,0,0,0,1,1,0,0,35,0,42954,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,344050
